"Alue","Vuosi","Koulutussektori","Ulkomaalaiset opiskelijat","Vieraskieliset opiskelijat"
"Hämeenkyrö","2021","Ammatillinen koulutus",14,20
"Hämeenkyrö","2021","Ammattikorkeakoulutus",0,0
"Hämeenkyrö","2021","Yliopistokoulutus",0,0
"Hämeenkyrö","2022","Perusopetus",6,14
"Hämeenkyrö","2022","Perusasteen jälkeinen koulutus yhteensä",25,32
"Hämeenkyrö","2022","Lukiokoulutus",0,2
"Hämeenkyrö","2022","Ammatillinen koulutus",25,30
"Hämeenkyrö","2022","Ammattikorkeakoulutus",0,0
"Hämeenkyrö","2022","Yliopistokoulutus",0,0
"Hämeenlinna","2004","Perusopetus",0,0
"Hämeenlinna","2004","Perusasteen jälkeinen koulutus yhteensä",87,126
"Hämeenlinna","2004","Lukiokoulutus",12,30
"Hämeenlinna","2004","Ammatillinen koulutus",70,86
"Hämeenlinna","2004","Ammattikorkeakoulutus",3,7
"Hämeenlinna","2004","Yliopistokoulutus",2,3
"Hämeenlinna","2005","Perusopetus",0,0
"Hämeenlinna","2005","Perusasteen jälkeinen koulutus yhteensä",88,129
"Hämeenlinna","2005","Lukiokoulutus",14,32
"Hämeenlinna","2005","Ammatillinen koulutus",67,85
"Hämeenlinna","2005","Ammattikorkeakoulutus",4,9
"Hämeenlinna","2005","Yliopistokoulutus",3,3
"Hämeenlinna","2006","Perusopetus",0,0
"Hämeenlinna","2006","Perusasteen jälkeinen koulutus yhteensä",110,168
"Hämeenlinna","2006","Lukiokoulutus",9,26
"Hämeenlinna","2006","Ammatillinen koulutus",77,108
"Hämeenlinna","2006","Ammattikorkeakoulutus",20,29
"Hämeenlinna","2006","Yliopistokoulutus",4,5
"Hämeenlinna","2007","Perusopetus",0,0
"Hämeenlinna","2007","Perusasteen jälkeinen koulutus yhteensä",141,196
"Hämeenlinna","2007","Lukiokoulutus",11,25
"Hämeenlinna","2007","Ammatillinen koulutus",85,112
"Hämeenlinna","2007","Ammattikorkeakoulutus",39,53
"Hämeenlinna","2007","Yliopistokoulutus",6,6
"Hämeenlinna","2008","Perusopetus",0,0
"Hämeenlinna","2008","Perusasteen jälkeinen koulutus yhteensä",139,191
"Hämeenlinna","2008","Lukiokoulutus",8,21
"Hämeenlinna","2008","Ammatillinen koulutus",66,90
"Hämeenlinna","2008","Ammattikorkeakoulutus",59,73
"Hämeenlinna","2008","Yliopistokoulutus",6,7
"Hämeenlinna","2009","Perusopetus",0,0
"Hämeenlinna","2009","Perusasteen jälkeinen koulutus yhteensä",192,263
"Hämeenlinna","2009","Lukiokoulutus",17,27
"Hämeenlinna","2009","Ammatillinen koulutus",102,141
"Hämeenlinna","2009","Ammattikorkeakoulutus",67,88
"Hämeenlinna","2009","Yliopistokoulutus",6,7
"Hämeenlinna","2010","Perusopetus",0,0
"Hämeenlinna","2010","Perusasteen jälkeinen koulutus yhteensä",234,304
"Hämeenlinna","2010","Lukiokoulutus",19,34
"Hämeenlinna","2010","Ammatillinen koulutus",112,146
"Hämeenlinna","2010","Ammattikorkeakoulutus",98,119
"Hämeenlinna","2010","Yliopistokoulutus",5,5
"Hämeenlinna","2011","Perusopetus",0,0
"Hämeenlinna","2011","Perusasteen jälkeinen koulutus yhteensä",261,346
"Hämeenlinna","2011","Lukiokoulutus",17,29
"Hämeenlinna","2011","Ammatillinen koulutus",117,165
"Hämeenlinna","2011","Ammattikorkeakoulutus",123,146
"Hämeenlinna","2011","Yliopistokoulutus",4,6
"Hämeenlinna","2012","Perusopetus",0,0
"Hämeenlinna","2012","Perusasteen jälkeinen koulutus yhteensä",299,397
"Hämeenlinna","2012","Lukiokoulutus",9,21
"Hämeenlinna","2012","Ammatillinen koulutus",141,198
"Hämeenlinna","2012","Ammattikorkeakoulutus",149,178
"Hämeenlinna","2012","Yliopistokoulutus",0,0
"Hämeenlinna","2013","Perusopetus",0,0
"Hämeenlinna","2013","Perusasteen jälkeinen koulutus yhteensä",333,472
"Hämeenlinna","2013","Lukiokoulutus",14,28
"Hämeenlinna","2013","Ammatillinen koulutus",175,259
"Hämeenlinna","2013","Ammattikorkeakoulutus",144,185
"Hämeenlinna","2013","Yliopistokoulutus",0,0
"Hämeenlinna","2014","Perusopetus",0,0
"Hämeenlinna","2014","Perusasteen jälkeinen koulutus yhteensä",404,568
"Hämeenlinna","2014","Lukiokoulutus",11,27
"Hämeenlinna","2014","Ammatillinen koulutus",236,337
"Hämeenlinna","2014","Ammattikorkeakoulutus",157,204
"Hämeenlinna","2014","Yliopistokoulutus",0,0
"Hämeenlinna","2015","Perusopetus",0,0
"Hämeenlinna","2015","Perusasteen jälkeinen koulutus yhteensä",530,717
"Hämeenlinna","2015","Lukiokoulutus",11,36
"Hämeenlinna","2015","Ammatillinen koulutus",359,473
"Hämeenlinna","2015","Ammattikorkeakoulutus",160,208
"Hämeenlinna","2015","Yliopistokoulutus",0,0
"Hämeenlinna","2016","Perusopetus",0,0
"Hämeenlinna","2016","Perusasteen jälkeinen koulutus yhteensä",587,785
"Hämeenlinna","2016","Lukiokoulutus",13,41
"Hämeenlinna","2016","Ammatillinen koulutus",410,525
"Hämeenlinna","2016","Ammattikorkeakoulutus",164,219
"Hämeenlinna","2016","Yliopistokoulutus",0,0
"Hämeenlinna","2017","Perusopetus",0,0
"Hämeenlinna","2017","Perusasteen jälkeinen koulutus yhteensä",565,802
"Hämeenlinna","2017","Lukiokoulutus",10,38
"Hämeenlinna","2017","Ammatillinen koulutus",394,548
"Hämeenlinna","2017","Ammattikorkeakoulutus",161,216
"Hämeenlinna","2017","Yliopistokoulutus",0,0
"Hämeenlinna","2018","Perusopetus",0,0
"Hämeenlinna","2018","Perusasteen jälkeinen koulutus yhteensä",544,806
"Hämeenlinna","2018","Lukiokoulutus",14,48
"Hämeenlinna","2018","Ammatillinen koulutus",362,525
"Hämeenlinna","2018","Ammattikorkeakoulutus",168,233
"Hämeenlinna","2018","Yliopistokoulutus",0,0
"Hämeenlinna","2019","Perusopetus",0,0
"Hämeenlinna","2019","Perusasteen jälkeinen koulutus yhteensä",561,817
"Hämeenlinna","2019","Lukiokoulutus",23,59
"Hämeenlinna","2019","Ammatillinen koulutus",354,500
"Hämeenlinna","2019","Ammattikorkeakoulutus",184,258
"Hämeenlinna","2019","Yliopistokoulutus",0,0
"Hämeenlinna","2020","Perusopetus",390,589
"Hämeenlinna","2020","Perusasteen jälkeinen koulutus yhteensä",622,892
"Hämeenlinna","2020","Lukiokoulutus",19,54
"Hämeenlinna","2020","Ammatillinen koulutus",387,527
"Hämeenlinna","2020","Ammattikorkeakoulutus",216,311
"Hämeenlinna","2020","Yliopistokoulutus",0,0
"Hämeenlinna","2021","Perusopetus",357,570
"Hämeenlinna","2021","Perusasteen jälkeinen koulutus yhteensä",685,985
"Hämeenlinna","2021","Lukiokoulutus",16,49
"Hämeenlinna","2021","Ammatillinen koulutus",439,600
"Hämeenlinna","2021","Ammattikorkeakoulutus",230,336
"Hämeenlinna","2021","Yliopistokoulutus",0,0
"Hämeenlinna","2022","Perusopetus",340,568
"Hämeenlinna","2022","Perusasteen jälkeinen koulutus yhteensä",863,1185
"Hämeenlinna","2022","Lukiokoulutus",19,58
"Hämeenlinna","2022","Ammatillinen koulutus",475,651
"Hämeenlinna","2022","Ammattikorkeakoulutus",369,476
"Hämeenlinna","2022","Yliopistokoulutus",0,0
"Ii","2004","Perusopetus",0,0
"Ii","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2004","Lukiokoulutus",0,0
"Ii","2004","Ammatillinen koulutus",0,0
"Ii","2004","Ammattikorkeakoulutus",0,0
"Ii","2004","Yliopistokoulutus",0,0
"Ii","2005","Perusopetus",0,0
"Ii","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2005","Lukiokoulutus",0,0
"Ii","2005","Ammatillinen koulutus",0,0
"Ii","2005","Ammattikorkeakoulutus",0,0
"Ii","2005","Yliopistokoulutus",0,0
"Ii","2006","Perusopetus",0,0
"Ii","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2006","Lukiokoulutus",0,0
"Ii","2006","Ammatillinen koulutus",0,0
"Ii","2006","Ammattikorkeakoulutus",0,0
"Ii","2006","Yliopistokoulutus",0,0
"Ii","2007","Perusopetus",0,0
"Ii","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2007","Lukiokoulutus",0,0
"Ii","2007","Ammatillinen koulutus",0,0
"Ii","2007","Ammattikorkeakoulutus",0,0
"Ii","2007","Yliopistokoulutus",0,0
"Ii","2008","Perusopetus",0,0
"Ii","2008","Perusasteen jälkeinen koulutus yhteensä",1,1
"Ii","2008","Lukiokoulutus",1,1
"Ii","2008","Ammatillinen koulutus",0,0
"Ii","2008","Ammattikorkeakoulutus",0,0
"Ii","2008","Yliopistokoulutus",0,0
"Ii","2009","Perusopetus",0,0
"Ii","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2009","Lukiokoulutus",0,0
"Ii","2009","Ammatillinen koulutus",0,0
"Ii","2009","Ammattikorkeakoulutus",0,0
"Ii","2009","Yliopistokoulutus",0,0
"Ii","2010","Perusopetus",0,0
"Ii","2010","Perusasteen jälkeinen koulutus yhteensä",2,2
"Ii","2010","Lukiokoulutus",1,1
"Ii","2010","Ammatillinen koulutus",1,1
"Ii","2010","Ammattikorkeakoulutus",0,0
"Ii","2010","Yliopistokoulutus",0,0
"Ii","2011","Perusopetus",0,0
"Ii","2011","Perusasteen jälkeinen koulutus yhteensä",1,2
"Ii","2011","Lukiokoulutus",1,2
"Ii","2011","Ammatillinen koulutus",0,0
"Ii","2011","Ammattikorkeakoulutus",0,0
"Ii","2011","Yliopistokoulutus",0,0
"Ii","2012","Perusopetus",0,0
"Ii","2012","Perusasteen jälkeinen koulutus yhteensä",1,3
"Ii","2012","Lukiokoulutus",0,2
"Ii","2012","Ammatillinen koulutus",1,1
"Ii","2012","Ammattikorkeakoulutus",0,0
"Ii","2012","Yliopistokoulutus",0,0
"Ii","2013","Perusopetus",0,0
"Ii","2013","Perusasteen jälkeinen koulutus yhteensä",1,1
"Ii","2013","Lukiokoulutus",0,0
"Ii","2013","Ammatillinen koulutus",1,1
"Ii","2013","Ammattikorkeakoulutus",0,0
"Ii","2013","Yliopistokoulutus",0,0
"Ii","2014","Perusopetus",0,0
"Ii","2014","Perusasteen jälkeinen koulutus yhteensä",0,1
"Ii","2014","Lukiokoulutus",0,0
"Ii","2014","Ammatillinen koulutus",0,1
"Ii","2014","Ammattikorkeakoulutus",0,0
"Ii","2014","Yliopistokoulutus",0,0
"Ii","2015","Perusopetus",0,0
"Ii","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2015","Lukiokoulutus",0,0
"Ii","2015","Ammatillinen koulutus",0,0
"Ii","2015","Ammattikorkeakoulutus",0,0
"Ii","2015","Yliopistokoulutus",0,0
"Ii","2016","Perusopetus",0,0
"Ii","2016","Perusasteen jälkeinen koulutus yhteensä",2,2
"Ii","2016","Lukiokoulutus",2,2
"Ii","2016","Ammatillinen koulutus",0,0
"Ii","2016","Ammattikorkeakoulutus",0,0
"Ii","2016","Yliopistokoulutus",0,0
"Ii","2017","Perusopetus",0,0
"Ii","2017","Perusasteen jälkeinen koulutus yhteensä",0,1
"Ii","2017","Lukiokoulutus",0,1
"Ii","2017","Ammatillinen koulutus",0,0
"Ii","2017","Ammattikorkeakoulutus",0,0
"Ii","2017","Yliopistokoulutus",0,0
"Ii","2018","Perusopetus",0,0
"Ii","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2018","Lukiokoulutus",0,0
"Ii","2018","Ammatillinen koulutus",0,0
"Ii","2018","Ammattikorkeakoulutus",0,0
"Ii","2018","Yliopistokoulutus",0,0
"Ii","2019","Perusopetus",0,0
"Ii","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2019","Lukiokoulutus",0,0
"Ii","2019","Ammatillinen koulutus",0,0
"Ii","2019","Ammattikorkeakoulutus",0,0
"Ii","2019","Yliopistokoulutus",0,0
"Ii","2020","Perusopetus",2,12
"Ii","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Ii","2020","Lukiokoulutus",0,0
"Ii","2020","Ammatillinen koulutus",0,0
"Ii","2020","Ammattikorkeakoulutus",0,0
"Ii","2020","Yliopistokoulutus",0,0
"Ii","2021","Perusopetus",1,10
"Ii","2021","Perusasteen jälkeinen koulutus yhteensä",0,1
"Ii","2021","Lukiokoulutus",0,1
"Ii","2021","Ammatillinen koulutus",0,0
"Ii","2021","Ammattikorkeakoulutus",0,0
"Ii","2021","Yliopistokoulutus",0,0
"Ii","2022","Perusopetus",1,10
"Ii","2022","Perusasteen jälkeinen koulutus yhteensä",0,1
"Ii","2022","Lukiokoulutus",0,1
"Ii","2022","Ammatillinen koulutus",0,0
"Ii","2022","Ammattikorkeakoulutus",0,0
"Ii","2022","Yliopistokoulutus",0,0
"Iisalmi","2004","Perusopetus",0,0
"Iisalmi","2004","Perusasteen jälkeinen koulutus yhteensä",32,46
"Iisalmi","2004","Lukiokoulutus",3,7
"Iisalmi","2004","Ammatillinen koulutus",26,35
"Iisalmi","2004","Ammattikorkeakoulutus",3,4
"Iisalmi","2004","Yliopistokoulutus",0,0
"Iisalmi","2005","Perusopetus",0,0
"Iisalmi","2005","Perusasteen jälkeinen koulutus yhteensä",44,57
"Iisalmi","2005","Lukiokoulutus",5,9
"Iisalmi","2005","Ammatillinen koulutus",37,45
"Iisalmi","2005","Ammattikorkeakoulutus",2,3
"Iisalmi","2005","Yliopistokoulutus",0,0
"Iisalmi","2006","Perusopetus",0,0
"Iisalmi","2006","Perusasteen jälkeinen koulutus yhteensä",36,45
"Iisalmi","2006","Lukiokoulutus",6,7
"Iisalmi","2006","Ammatillinen koulutus",29,37
"Iisalmi","2006","Ammattikorkeakoulutus",1,1
"Iisalmi","2006","Yliopistokoulutus",0,0
"Iisalmi","2007","Perusopetus",0,0
"Iisalmi","2007","Perusasteen jälkeinen koulutus yhteensä",45,57
"Iisalmi","2007","Lukiokoulutus",4,5
"Iisalmi","2007","Ammatillinen koulutus",41,52
"Iisalmi","2007","Ammattikorkeakoulutus",0,0
"Iisalmi","2007","Yliopistokoulutus",0,0
"Iisalmi","2008","Perusopetus",0,0
"Iisalmi","2008","Perusasteen jälkeinen koulutus yhteensä",42,54
"Iisalmi","2008","Lukiokoulutus",3,4
"Iisalmi","2008","Ammatillinen koulutus",38,50
"Iisalmi","2008","Ammattikorkeakoulutus",1,0
"Iisalmi","2008","Yliopistokoulutus",0,0
"Iisalmi","2009","Perusopetus",0,0
"Iisalmi","2009","Perusasteen jälkeinen koulutus yhteensä",45,57
"Iisalmi","2009","Lukiokoulutus",3,5
"Iisalmi","2009","Ammatillinen koulutus",41,50
"Iisalmi","2009","Ammattikorkeakoulutus",1,2
"Iisalmi","2009","Yliopistokoulutus",0,0
"Iisalmi","2010","Perusopetus",0,0
"Iisalmi","2010","Perusasteen jälkeinen koulutus yhteensä",41,58
"Iisalmi","2010","Lukiokoulutus",0,3
"Iisalmi","2010","Ammatillinen koulutus",39,52
"Iisalmi","2010","Ammattikorkeakoulutus",2,3
"Iisalmi","2010","Yliopistokoulutus",0,0
"Iisalmi","2011","Perusopetus",0,0
"Iisalmi","2011","Perusasteen jälkeinen koulutus yhteensä",44,63
"Iisalmi","2011","Lukiokoulutus",0,3
"Iisalmi","2011","Ammatillinen koulutus",43,58
"Iisalmi","2011","Ammattikorkeakoulutus",1,2
"Iisalmi","2011","Yliopistokoulutus",0,0
"Iisalmi","2012","Perusopetus",0,0
"Iisalmi","2012","Perusasteen jälkeinen koulutus yhteensä",45,64
"Iisalmi","2012","Lukiokoulutus",0,2
"Iisalmi","2012","Ammatillinen koulutus",44,60
"Iisalmi","2012","Ammattikorkeakoulutus",1,2
"Iisalmi","2012","Yliopistokoulutus",0,0
"Iisalmi","2013","Perusopetus",0,0
"Iisalmi","2013","Perusasteen jälkeinen koulutus yhteensä",42,54
"Iisalmi","2013","Lukiokoulutus",0,0
"Iisalmi","2013","Ammatillinen koulutus",40,52
"Iisalmi","2013","Ammattikorkeakoulutus",2,2
"Iisalmi","2013","Yliopistokoulutus",0,0
"Iisalmi","2014","Perusopetus",0,0
"Iisalmi","2014","Perusasteen jälkeinen koulutus yhteensä",397,472
"Iisalmi","2014","Lukiokoulutus",0,0
"Iisalmi","2014","Ammatillinen koulutus",56,82
"Iisalmi","2014","Ammattikorkeakoulutus",341,390
"Iisalmi","2014","Yliopistokoulutus",0,0
"Iisalmi","2015","Perusopetus",0,0
"Iisalmi","2015","Perusasteen jälkeinen koulutus yhteensä",93,117
"Iisalmi","2015","Lukiokoulutus",0,0
"Iisalmi","2015","Ammatillinen koulutus",90,111
"Iisalmi","2015","Ammattikorkeakoulutus",3,6
"Iisalmi","2015","Yliopistokoulutus",0,0
"Iisalmi","2016","Perusopetus",0,0
"Iisalmi","2016","Perusasteen jälkeinen koulutus yhteensä",97,117
"Iisalmi","2016","Lukiokoulutus",7,7
"Iisalmi","2016","Ammatillinen koulutus",85,100
"Iisalmi","2016","Ammattikorkeakoulutus",5,10
"Iisalmi","2016","Yliopistokoulutus",0,0
"Iisalmi","2017","Perusopetus",0,0
"Iisalmi","2017","Perusasteen jälkeinen koulutus yhteensä",98,125
"Iisalmi","2017","Lukiokoulutus",6,6
"Iisalmi","2017","Ammatillinen koulutus",89,111
"Iisalmi","2017","Ammattikorkeakoulutus",3,8
"Iisalmi","2017","Yliopistokoulutus",0,0
"Iisalmi","2018","Perusopetus",0,0
"Iisalmi","2018","Perusasteen jälkeinen koulutus yhteensä",91,125
"Iisalmi","2018","Lukiokoulutus",8,9
"Iisalmi","2018","Ammatillinen koulutus",80,106
"Iisalmi","2018","Ammattikorkeakoulutus",3,10
"Iisalmi","2018","Yliopistokoulutus",0,0
"Iisalmi","2019","Perusopetus",0,0
"Iisalmi","2019","Perusasteen jälkeinen koulutus yhteensä",114,142
"Iisalmi","2019","Lukiokoulutus",10,13
"Iisalmi","2019","Ammatillinen koulutus",101,122
"Iisalmi","2019","Ammattikorkeakoulutus",3,7
"Iisalmi","2019","Yliopistokoulutus",0,0
"Iisalmi","2020","Perusopetus",65,87
"Iisalmi","2020","Perusasteen jälkeinen koulutus yhteensä",115,147
"Iisalmi","2020","Lukiokoulutus",12,19
"Iisalmi","2020","Ammatillinen koulutus",100,117
"Iisalmi","2020","Ammattikorkeakoulutus",3,11
"Iisalmi","2020","Yliopistokoulutus",0,0
"Iisalmi","2021","Perusopetus",64,92
"Iisalmi","2021","Perusasteen jälkeinen koulutus yhteensä",127,167
"Iisalmi","2021","Lukiokoulutus",6,12
"Iisalmi","2021","Ammatillinen koulutus",118,142
"Iisalmi","2021","Ammattikorkeakoulutus",3,13
"Iisalmi","2021","Yliopistokoulutus",0,0
"Iisalmi","2022","Perusopetus",65,100
"Iisalmi","2022","Perusasteen jälkeinen koulutus yhteensä",143,188
"Iisalmi","2022","Lukiokoulutus",10,13
"Iisalmi","2022","Ammatillinen koulutus",128,161
"Iisalmi","2022","Ammattikorkeakoulutus",5,14
"Iisalmi","2022","Yliopistokoulutus",0,0
"Iitti","2004","Perusopetus",0,0
"Iitti","2004","Perusasteen jälkeinen koulutus yhteensä",2,2
"Iitti","2004","Lukiokoulutus",2,2
"Iitti","2004","Ammatillinen koulutus",0,0
"Iitti","2004","Ammattikorkeakoulutus",0,0
"Iitti","2004","Yliopistokoulutus",0,0
"Iitti","2005","Perusopetus",0,0
"Iitti","2005","Perusasteen jälkeinen koulutus yhteensä",0,1
"Iitti","2005","Lukiokoulutus",0,1
"Iitti","2005","Ammatillinen koulutus",0,0
"Iitti","2005","Ammattikorkeakoulutus",0,0
"Iitti","2005","Yliopistokoulutus",0,0
"Iitti","2006","Perusopetus",0,0
"Iitti","2006","Perusasteen jälkeinen koulutus yhteensä",1,2
"Iitti","2006","Lukiokoulutus",1,2
"Iitti","2006","Ammatillinen koulutus",0,0
"Iitti","2006","Ammattikorkeakoulutus",0,0
"Iitti","2006","Yliopistokoulutus",0,0
"Iitti","2007","Perusopetus",0,0
"Iitti","2007","Perusasteen jälkeinen koulutus yhteensä",1,3
"Iitti","2007","Lukiokoulutus",0,2
"Iitti","2007","Ammatillinen koulutus",1,1
"Iitti","2007","Ammattikorkeakoulutus",0,0
"Iitti","2007","Yliopistokoulutus",0,0
"Iitti","2008","Perusopetus",0,0
"Iitti","2008","Perusasteen jälkeinen koulutus yhteensä",1,2
"Iitti","2008","Lukiokoulutus",1,2
"Iitti","2008","Ammatillinen koulutus",0,0
"Iitti","2008","Ammattikorkeakoulutus",0,0
"Iitti","2008","Yliopistokoulutus",0,0
"Iitti","2009","Perusopetus",0,0
"Iitti","2009","Perusasteen jälkeinen koulutus yhteensä",1,3
"Iitti","2009","Lukiokoulutus",1,3
"Iitti","2009","Ammatillinen koulutus",0,0
"Iitti","2009","Ammattikorkeakoulutus",0,0
"Iitti","2009","Yliopistokoulutus",0,0
"Iitti","2010","Perusopetus",0,0
"Iitti","2010","Perusasteen jälkeinen koulutus yhteensä",1,3
"Iitti","2010","Lukiokoulutus",1,3
"Iitti","2010","Ammatillinen koulutus",0,0
"Iitti","2010","Ammattikorkeakoulutus",0,0
"Iitti","2010","Yliopistokoulutus",0,0
"Iitti","2011","Perusopetus",0,0
"Iitti","2011","Perusasteen jälkeinen koulutus yhteensä",1,1
"Iitti","2011","Lukiokoulutus",1,1
"Iitti","2011","Ammatillinen koulutus",0,0
"Iitti","2011","Ammattikorkeakoulutus",0,0
"Iitti","2011","Yliopistokoulutus",0,0
"Iitti","2012","Perusopetus",0,0
"Iitti","2012","Perusasteen jälkeinen koulutus yhteensä",2,1
"Iitti","2012","Lukiokoulutus",2,1
"Iitti","2012","Ammatillinen koulutus",0,0
"Iitti","2012","Ammattikorkeakoulutus",0,0
"Iitti","2012","Yliopistokoulutus",0,0
"Iitti","2013","Perusopetus",0,0
"Iitti","2013","Perusasteen jälkeinen koulutus yhteensä",2,2
"Iitti","2013","Lukiokoulutus",2,2
"Iitti","2013","Ammatillinen koulutus",0,0
"Iitti","2013","Ammattikorkeakoulutus",0,0
"Iitti","2013","Yliopistokoulutus",0,0
"Iitti","2014","Perusopetus",0,0
"Iitti","2014","Perusasteen jälkeinen koulutus yhteensä",2,2
"Iitti","2014","Lukiokoulutus",2,2
"Iitti","2014","Ammatillinen koulutus",0,0
"Iitti","2014","Ammattikorkeakoulutus",0,0
"Iitti","2014","Yliopistokoulutus",0,0
"Iitti","2015","Perusopetus",0,0
"Iitti","2015","Perusasteen jälkeinen koulutus yhteensä",1,3
"Iitti","2015","Lukiokoulutus",1,3
"Iitti","2015","Ammatillinen koulutus",0,0
"Iitti","2015","Ammattikorkeakoulutus",0,0
"Iitti","2015","Yliopistokoulutus",0,0
"Iitti","2016","Perusopetus",0,0
"Iitti","2016","Perusasteen jälkeinen koulutus yhteensä",0,1
"Iitti","2016","Lukiokoulutus",0,1
"Iitti","2016","Ammatillinen koulutus",0,0
"Iitti","2016","Ammattikorkeakoulutus",0,0
"Iitti","2016","Yliopistokoulutus",0,0
"Iitti","2017","Perusopetus",0,0
"Iitti","2017","Perusasteen jälkeinen koulutus yhteensä",1,2
"Iitti","2017","Lukiokoulutus",1,2
"Iitti","2017","Ammatillinen koulutus",0,0
"Iitti","2017","Ammattikorkeakoulutus",0,0
"Iitti","2017","Yliopistokoulutus",0,0
"Iitti","2018","Perusopetus",0,0
"Iitti","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Iitti","2018","Lukiokoulutus",0,0
"Iitti","2018","Ammatillinen koulutus",0,0
"Iitti","2018","Ammattikorkeakoulutus",0,0
"Iitti","2018","Yliopistokoulutus",0,0
"Iitti","2019","Perusopetus",0,0
"Iitti","2019","Perusasteen jälkeinen koulutus yhteensä",2,2
"Iitti","2019","Lukiokoulutus",2,2
"Iitti","2019","Ammatillinen koulutus",0,0
"Iitti","2019","Ammattikorkeakoulutus",0,0
"Iitti","2019","Yliopistokoulutus",0,0
"Iitti","2020","Perusopetus",19,21
"Iitti","2020","Perusasteen jälkeinen koulutus yhteensä",4,5
"Iitti","2020","Lukiokoulutus",4,5
"Iitti","2020","Ammatillinen koulutus",0,0
"Iitti","2020","Ammattikorkeakoulutus",0,0
"Iitti","2020","Yliopistokoulutus",0,0
"Iitti","2021","Perusopetus",15,17
"Iitti","2021","Perusasteen jälkeinen koulutus yhteensä",3,3
"Iitti","2021","Lukiokoulutus",3,3
"Iitti","2021","Ammatillinen koulutus",0,0
"Iitti","2021","Ammattikorkeakoulutus",0,0
"Iitti","2021","Yliopistokoulutus",0,0
"Iitti","2022","Perusopetus",24,25
"Iitti","2022","Perusasteen jälkeinen koulutus yhteensä",4,5
"Iitti","2022","Lukiokoulutus",4,5
"Iitti","2022","Ammatillinen koulutus",0,0
"Iitti","2022","Ammattikorkeakoulutus",0,0
"Iitti","2022","Yliopistokoulutus",0,0
"Ikaalinen","2004","Perusopetus",0,0
"Ikaalinen","2004","Perusasteen jälkeinen koulutus yhteensä",11,16
"Ikaalinen","2004","Lukiokoulutus",0,0
"Ikaalinen","2004","Ammatillinen koulutus",9,10
"Ikaalinen","2004","Ammattikorkeakoulutus",2,6
"Ikaalinen","2004","Yliopistokoulutus",0,0
"Ikaalinen","2005","Perusopetus",0,0
"Ikaalinen","2005","Perusasteen jälkeinen koulutus yhteensä",13,21
"Ikaalinen","2005","Lukiokoulutus",0,1
"Ikaalinen","2005","Ammatillinen koulutus",12,15
"Ikaalinen","2005","Ammattikorkeakoulutus",1,5
"Ikaalinen","2005","Yliopistokoulutus",0,0
"Ikaalinen","2006","Perusopetus",0,0
"Ikaalinen","2006","Perusasteen jälkeinen koulutus yhteensä",9,16
"Ikaalinen","2006","Lukiokoulutus",1,2
"Ikaalinen","2006","Ammatillinen koulutus",5,7
"Ikaalinen","2006","Ammattikorkeakoulutus",3,7
"Ikaalinen","2006","Yliopistokoulutus",0,0
"Ikaalinen","2007","Perusopetus",0,0
"Ikaalinen","2007","Perusasteen jälkeinen koulutus yhteensä",11,19
"Ikaalinen","2007","Lukiokoulutus",1,2
"Ikaalinen","2007","Ammatillinen koulutus",6,11
"Ikaalinen","2007","Ammattikorkeakoulutus",4,6
"Ikaalinen","2007","Yliopistokoulutus",0,0
"Ikaalinen","2008","Perusopetus",0,0
"Ikaalinen","2008","Perusasteen jälkeinen koulutus yhteensä",9,18
"Ikaalinen","2008","Lukiokoulutus",0,0
"Ikaalinen","2008","Ammatillinen koulutus",5,10
"Ikaalinen","2008","Ammattikorkeakoulutus",4,8
"Ikaalinen","2008","Yliopistokoulutus",0,0
"Ikaalinen","2009","Perusopetus",0,0
"Ikaalinen","2009","Perusasteen jälkeinen koulutus yhteensä",8,25
"Ikaalinen","2009","Lukiokoulutus",0,0
"Ikaalinen","2009","Ammatillinen koulutus",4,11
"Ikaalinen","2009","Ammattikorkeakoulutus",4,14
"Ikaalinen","2009","Yliopistokoulutus",0,0
"Ikaalinen","2010","Perusopetus",0,0
"Ikaalinen","2010","Perusasteen jälkeinen koulutus yhteensä",8,25
"Ikaalinen","2010","Lukiokoulutus",0,1
"Ikaalinen","2010","Ammatillinen koulutus",5,8
"Ikaalinen","2010","Ammattikorkeakoulutus",3,16
"Ikaalinen","2010","Yliopistokoulutus",0,0
"Ikaalinen","2011","Perusopetus",0,0
"Ikaalinen","2011","Perusasteen jälkeinen koulutus yhteensä",12,29
"Ikaalinen","2011","Lukiokoulutus",0,1
"Ikaalinen","2011","Ammatillinen koulutus",6,8
"Ikaalinen","2011","Ammattikorkeakoulutus",6,20
"Ikaalinen","2011","Yliopistokoulutus",0,0
