"Alue","Vuosi","Koulutussektori","Ulkomaalaiset opiskelijat","Vieraskieliset opiskelijat"
"Toholampi","2019","Yliopistokoulutus",0,0
"Toholampi","2020","Perusopetus",7,9
"Toholampi","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toholampi","2020","Lukiokoulutus",0,0
"Toholampi","2020","Ammatillinen koulutus",0,0
"Toholampi","2020","Ammattikorkeakoulutus",0,0
"Toholampi","2020","Yliopistokoulutus",0,0
"Toholampi","2021","Perusopetus",7,9
"Toholampi","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toholampi","2021","Lukiokoulutus",0,0
"Toholampi","2021","Ammatillinen koulutus",0,0
"Toholampi","2021","Ammattikorkeakoulutus",0,0
"Toholampi","2021","Yliopistokoulutus",0,0
"Toholampi","2022","Perusopetus",6,8
"Toholampi","2022","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toholampi","2022","Lukiokoulutus",0,0
"Toholampi","2022","Ammatillinen koulutus",0,0
"Toholampi","2022","Ammattikorkeakoulutus",0,0
"Toholampi","2022","Yliopistokoulutus",0,0
"Toivakka","2004","Perusopetus",0,0
"Toivakka","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2004","Lukiokoulutus",0,0
"Toivakka","2004","Ammatillinen koulutus",0,0
"Toivakka","2004","Ammattikorkeakoulutus",0,0
"Toivakka","2004","Yliopistokoulutus",0,0
"Toivakka","2005","Perusopetus",0,0
"Toivakka","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2005","Lukiokoulutus",0,0
"Toivakka","2005","Ammatillinen koulutus",0,0
"Toivakka","2005","Ammattikorkeakoulutus",0,0
"Toivakka","2005","Yliopistokoulutus",0,0
"Toivakka","2006","Perusopetus",0,0
"Toivakka","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2006","Lukiokoulutus",0,0
"Toivakka","2006","Ammatillinen koulutus",0,0
"Toivakka","2006","Ammattikorkeakoulutus",0,0
"Toivakka","2006","Yliopistokoulutus",0,0
"Toivakka","2007","Perusopetus",0,0
"Toivakka","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2007","Lukiokoulutus",0,0
"Toivakka","2007","Ammatillinen koulutus",0,0
"Toivakka","2007","Ammattikorkeakoulutus",0,0
"Toivakka","2007","Yliopistokoulutus",0,0
"Toivakka","2008","Perusopetus",0,0
"Toivakka","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2008","Lukiokoulutus",0,0
"Toivakka","2008","Ammatillinen koulutus",0,0
"Toivakka","2008","Ammattikorkeakoulutus",0,0
"Toivakka","2008","Yliopistokoulutus",0,0
"Toivakka","2009","Perusopetus",0,0
"Toivakka","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2009","Lukiokoulutus",0,0
"Toivakka","2009","Ammatillinen koulutus",0,0
"Toivakka","2009","Ammattikorkeakoulutus",0,0
"Toivakka","2009","Yliopistokoulutus",0,0
"Toivakka","2010","Perusopetus",0,0
"Toivakka","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2010","Lukiokoulutus",0,0
"Toivakka","2010","Ammatillinen koulutus",0,0
"Toivakka","2010","Ammattikorkeakoulutus",0,0
"Toivakka","2010","Yliopistokoulutus",0,0
"Toivakka","2011","Perusopetus",0,0
"Toivakka","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2011","Lukiokoulutus",0,0
"Toivakka","2011","Ammatillinen koulutus",0,0
"Toivakka","2011","Ammattikorkeakoulutus",0,0
"Toivakka","2011","Yliopistokoulutus",0,0
"Toivakka","2012","Perusopetus",0,0
"Toivakka","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2012","Lukiokoulutus",0,0
"Toivakka","2012","Ammatillinen koulutus",0,0
"Toivakka","2012","Ammattikorkeakoulutus",0,0
"Toivakka","2012","Yliopistokoulutus",0,0
"Toivakka","2013","Perusopetus",0,0
"Toivakka","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2013","Lukiokoulutus",0,0
"Toivakka","2013","Ammatillinen koulutus",0,0
"Toivakka","2013","Ammattikorkeakoulutus",0,0
"Toivakka","2013","Yliopistokoulutus",0,0
"Toivakka","2014","Perusopetus",0,0
"Toivakka","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2014","Lukiokoulutus",0,0
"Toivakka","2014","Ammatillinen koulutus",0,0
"Toivakka","2014","Ammattikorkeakoulutus",0,0
"Toivakka","2014","Yliopistokoulutus",0,0
"Toivakka","2015","Perusopetus",0,0
"Toivakka","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2015","Lukiokoulutus",0,0
"Toivakka","2015","Ammatillinen koulutus",0,0
"Toivakka","2015","Ammattikorkeakoulutus",0,0
"Toivakka","2015","Yliopistokoulutus",0,0
"Toivakka","2016","Perusopetus",0,0
"Toivakka","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2016","Lukiokoulutus",0,0
"Toivakka","2016","Ammatillinen koulutus",0,0
"Toivakka","2016","Ammattikorkeakoulutus",0,0
"Toivakka","2016","Yliopistokoulutus",0,0
"Toivakka","2017","Perusopetus",0,0
"Toivakka","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2017","Lukiokoulutus",0,0
"Toivakka","2017","Ammatillinen koulutus",0,0
"Toivakka","2017","Ammattikorkeakoulutus",0,0
"Toivakka","2017","Yliopistokoulutus",0,0
"Toivakka","2018","Perusopetus",0,0
"Toivakka","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2018","Lukiokoulutus",0,0
"Toivakka","2018","Ammatillinen koulutus",0,0
"Toivakka","2018","Ammattikorkeakoulutus",0,0
"Toivakka","2018","Yliopistokoulutus",0,0
"Toivakka","2019","Perusopetus",0,0
"Toivakka","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2019","Lukiokoulutus",0,0
"Toivakka","2019","Ammatillinen koulutus",0,0
"Toivakka","2019","Ammattikorkeakoulutus",0,0
"Toivakka","2019","Yliopistokoulutus",0,0
"Toivakka","2020","Perusopetus",1,1
"Toivakka","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2020","Lukiokoulutus",0,0
"Toivakka","2020","Ammatillinen koulutus",0,0
"Toivakka","2020","Ammattikorkeakoulutus",0,0
"Toivakka","2020","Yliopistokoulutus",0,0
"Toivakka","2021","Perusopetus",1,1
"Toivakka","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2021","Lukiokoulutus",0,0
"Toivakka","2021","Ammatillinen koulutus",0,0
"Toivakka","2021","Ammattikorkeakoulutus",0,0
"Toivakka","2021","Yliopistokoulutus",0,0
"Toivakka","2022","Perusopetus",1,1
"Toivakka","2022","Perusasteen jälkeinen koulutus yhteensä",0,0
"Toivakka","2022","Lukiokoulutus",0,0
"Toivakka","2022","Ammatillinen koulutus",0,0
"Toivakka","2022","Ammattikorkeakoulutus",0,0
"Toivakka","2022","Yliopistokoulutus",0,0
"Tornio","2004","Perusopetus",0,0
"Tornio","2004","Perusasteen jälkeinen koulutus yhteensä",80,74
"Tornio","2004","Lukiokoulutus",8,5
"Tornio","2004","Ammatillinen koulutus",36,37
"Tornio","2004","Ammattikorkeakoulutus",36,32
"Tornio","2004","Yliopistokoulutus",0,0
"Tornio","2005","Perusopetus",0,0
"Tornio","2005","Perusasteen jälkeinen koulutus yhteensä",91,79
"Tornio","2005","Lukiokoulutus",5,5
"Tornio","2005","Ammatillinen koulutus",45,38
"Tornio","2005","Ammattikorkeakoulutus",41,36
"Tornio","2005","Yliopistokoulutus",0,0
"Tornio","2006","Perusopetus",0,0
"Tornio","2006","Perusasteen jälkeinen koulutus yhteensä",88,66
"Tornio","2006","Lukiokoulutus",7,4
"Tornio","2006","Ammatillinen koulutus",38,22
"Tornio","2006","Ammattikorkeakoulutus",43,40
"Tornio","2006","Yliopistokoulutus",0,0
"Tornio","2007","Perusopetus",0,0
"Tornio","2007","Perusasteen jälkeinen koulutus yhteensä",100,90
"Tornio","2007","Lukiokoulutus",5,5
"Tornio","2007","Ammatillinen koulutus",43,35
"Tornio","2007","Ammattikorkeakoulutus",52,50
"Tornio","2007","Yliopistokoulutus",0,0
"Tornio","2008","Perusopetus",0,0
"Tornio","2008","Perusasteen jälkeinen koulutus yhteensä",120,107
"Tornio","2008","Lukiokoulutus",5,5
"Tornio","2008","Ammatillinen koulutus",34,24
"Tornio","2008","Ammattikorkeakoulutus",81,78
"Tornio","2008","Yliopistokoulutus",0,0
"Tornio","2009","Perusopetus",0,0
"Tornio","2009","Perusasteen jälkeinen koulutus yhteensä",121,117
"Tornio","2009","Lukiokoulutus",3,4
"Tornio","2009","Ammatillinen koulutus",31,26
"Tornio","2009","Ammattikorkeakoulutus",87,87
"Tornio","2009","Yliopistokoulutus",0,0
"Tornio","2010","Perusopetus",0,0
"Tornio","2010","Perusasteen jälkeinen koulutus yhteensä",129,123
"Tornio","2010","Lukiokoulutus",2,3
"Tornio","2010","Ammatillinen koulutus",43,35
"Tornio","2010","Ammattikorkeakoulutus",84,85
"Tornio","2010","Yliopistokoulutus",0,0
"Tornio","2011","Perusopetus",0,0
"Tornio","2011","Perusasteen jälkeinen koulutus yhteensä",205,194
"Tornio","2011","Lukiokoulutus",4,4
"Tornio","2011","Ammatillinen koulutus",49,39
"Tornio","2011","Ammattikorkeakoulutus",152,151
"Tornio","2011","Yliopistokoulutus",0,0
"Tornio","2012","Perusopetus",0,0
"Tornio","2012","Perusasteen jälkeinen koulutus yhteensä",190,201
"Tornio","2012","Lukiokoulutus",0,5
"Tornio","2012","Ammatillinen koulutus",47,49
"Tornio","2012","Ammattikorkeakoulutus",143,147
"Tornio","2012","Yliopistokoulutus",0,0
"Tornio","2013","Perusopetus",0,0
"Tornio","2013","Perusasteen jälkeinen koulutus yhteensä",180,192
"Tornio","2013","Lukiokoulutus",0,5
"Tornio","2013","Ammatillinen koulutus",44,46
"Tornio","2013","Ammattikorkeakoulutus",136,141
"Tornio","2013","Yliopistokoulutus",0,0
"Tornio","2014","Perusopetus",0,0
"Tornio","2014","Perusasteen jälkeinen koulutus yhteensä",185,210
"Tornio","2014","Lukiokoulutus",0,5
"Tornio","2014","Ammatillinen koulutus",58,72
"Tornio","2014","Ammattikorkeakoulutus",127,133
"Tornio","2014","Yliopistokoulutus",0,0
"Tornio","2015","Perusopetus",0,0
"Tornio","2015","Perusasteen jälkeinen koulutus yhteensä",196,216
"Tornio","2015","Lukiokoulutus",0,1
"Tornio","2015","Ammatillinen koulutus",68,77
"Tornio","2015","Ammattikorkeakoulutus",128,138
"Tornio","2015","Yliopistokoulutus",0,0
"Tornio","2016","Perusopetus",0,0
"Tornio","2016","Perusasteen jälkeinen koulutus yhteensä",211,245
"Tornio","2016","Lukiokoulutus",1,3
"Tornio","2016","Ammatillinen koulutus",78,97
"Tornio","2016","Ammattikorkeakoulutus",132,145
"Tornio","2016","Yliopistokoulutus",0,0
"Tornio","2017","Perusopetus",0,0
"Tornio","2017","Perusasteen jälkeinen koulutus yhteensä",208,257
"Tornio","2017","Lukiokoulutus",2,6
"Tornio","2017","Ammatillinen koulutus",92,123
"Tornio","2017","Ammattikorkeakoulutus",114,128
"Tornio","2017","Yliopistokoulutus",0,0
"Tornio","2018","Perusopetus",0,0
"Tornio","2018","Perusasteen jälkeinen koulutus yhteensä",253,316
"Tornio","2018","Lukiokoulutus",3,7
"Tornio","2018","Ammatillinen koulutus",142,182
"Tornio","2018","Ammattikorkeakoulutus",108,127
"Tornio","2018","Yliopistokoulutus",0,0
"Tornio","2019","Perusopetus",0,0
"Tornio","2019","Perusasteen jälkeinen koulutus yhteensä",210,257
"Tornio","2019","Lukiokoulutus",2,3
"Tornio","2019","Ammatillinen koulutus",121,146
"Tornio","2019","Ammattikorkeakoulutus",87,108
"Tornio","2019","Yliopistokoulutus",0,0
"Tornio","2020","Perusopetus",127,144
"Tornio","2020","Perusasteen jälkeinen koulutus yhteensä",178,227
"Tornio","2020","Lukiokoulutus",2,2
"Tornio","2020","Ammatillinen koulutus",131,155
"Tornio","2020","Ammattikorkeakoulutus",45,70
"Tornio","2020","Yliopistokoulutus",0,0
"Tornio","2021","Perusopetus",155,177
"Tornio","2021","Perusasteen jälkeinen koulutus yhteensä",186,228
"Tornio","2021","Lukiokoulutus",4,2
"Tornio","2021","Ammatillinen koulutus",135,158
"Tornio","2021","Ammattikorkeakoulutus",47,68
"Tornio","2021","Yliopistokoulutus",0,0
"Tornio","2022","Perusopetus",178,201
"Tornio","2022","Perusasteen jälkeinen koulutus yhteensä",179,221
"Tornio","2022","Lukiokoulutus",7,8
"Tornio","2022","Ammatillinen koulutus",124,140
"Tornio","2022","Ammattikorkeakoulutus",48,73
"Tornio","2022","Yliopistokoulutus",0,0
"Turku","2004","Perusopetus",0,0
"Turku","2004","Perusasteen jälkeinen koulutus yhteensä",1163,1476
"Turku","2004","Lukiokoulutus",127,250
"Turku","2004","Ammatillinen koulutus",300,438
"Turku","2004","Ammattikorkeakoulutus",194,237
"Turku","2004","Yliopistokoulutus",542,551
"Turku","2005","Perusopetus",0,0
"Turku","2005","Perusasteen jälkeinen koulutus yhteensä",1171,1597
"Turku","2005","Lukiokoulutus",129,263
"Turku","2005","Ammatillinen koulutus",330,522
"Turku","2005","Ammattikorkeakoulutus",177,232
"Turku","2005","Yliopistokoulutus",535,580
"Turku","2006","Perusopetus",0,0
"Turku","2006","Perusasteen jälkeinen koulutus yhteensä",1310,1798
"Turku","2006","Lukiokoulutus",102,244
"Turku","2006","Ammatillinen koulutus",416,623
"Turku","2006","Ammattikorkeakoulutus",225,299
"Turku","2006","Yliopistokoulutus",567,632
"Turku","2007","Perusopetus",0,0
"Turku","2007","Perusasteen jälkeinen koulutus yhteensä",1343,1863
"Turku","2007","Lukiokoulutus",81,214
"Turku","2007","Ammatillinen koulutus",431,658
"Turku","2007","Ammattikorkeakoulutus",237,330
"Turku","2007","Yliopistokoulutus",594,661
"Turku","2008","Perusopetus",0,0
"Turku","2008","Perusasteen jälkeinen koulutus yhteensä",1438,2101
"Turku","2008","Lukiokoulutus",82,204
"Turku","2008","Ammatillinen koulutus",434,761
"Turku","2008","Ammattikorkeakoulutus",255,364
"Turku","2008","Yliopistokoulutus",667,772
"Turku","2009","Perusopetus",0,0
"Turku","2009","Perusasteen jälkeinen koulutus yhteensä",1621,2348
"Turku","2009","Lukiokoulutus",75,195
"Turku","2009","Ammatillinen koulutus",481,844
"Turku","2009","Ammattikorkeakoulutus",270,390
"Turku","2009","Yliopistokoulutus",795,919
"Turku","2010","Perusopetus",0,0
"Turku","2010","Perusasteen jälkeinen koulutus yhteensä",1796,2556
"Turku","2010","Lukiokoulutus",89,232
"Turku","2010","Ammatillinen koulutus",484,845
"Turku","2010","Ammattikorkeakoulutus",298,415
"Turku","2010","Yliopistokoulutus",925,1064
"Turku","2011","Perusopetus",0,0
"Turku","2011","Perusasteen jälkeinen koulutus yhteensä",2099,2968
"Turku","2011","Lukiokoulutus",103,261
"Turku","2011","Ammatillinen koulutus",576,962
"Turku","2011","Ammattikorkeakoulutus",338,501
"Turku","2011","Yliopistokoulutus",1082,1244
"Turku","2012","Perusopetus",0,0
"Turku","2012","Perusasteen jälkeinen koulutus yhteensä",2243,3188
"Turku","2012","Lukiokoulutus",105,276
"Turku","2012","Ammatillinen koulutus",586,1010
"Turku","2012","Ammattikorkeakoulutus",346,517
"Turku","2012","Yliopistokoulutus",1206,1385
"Turku","2013","Perusopetus",0,0
"Turku","2013","Perusasteen jälkeinen koulutus yhteensä",2308,3432
"Turku","2013","Lukiokoulutus",71,276
"Turku","2013","Ammatillinen koulutus",611,1121
"Turku","2013","Ammattikorkeakoulutus",365,536
"Turku","2013","Yliopistokoulutus",1261,1499
"Turku","2014","Perusopetus",0,0
"Turku","2014","Perusasteen jälkeinen koulutus yhteensä",2436,3910
"Turku","2014","Lukiokoulutus",58,271
"Turku","2014","Ammatillinen koulutus",724,1339
"Turku","2014","Ammattikorkeakoulutus",336,523
"Turku","2014","Yliopistokoulutus",1318,1777
"Turku","2015","Perusopetus",0,0
"Turku","2015","Perusasteen jälkeinen koulutus yhteensä",2500,4056
"Turku","2015","Lukiokoulutus",72,287
"Turku","2015","Ammatillinen koulutus",761,1432
"Turku","2015","Ammattikorkeakoulutus",374,588
"Turku","2015","Yliopistokoulutus",1293,1749
"Turku","2016","Perusopetus",0,0
"Turku","2016","Perusasteen jälkeinen koulutus yhteensä",2691,4379
"Turku","2016","Lukiokoulutus",70,305
"Turku","2016","Ammatillinen koulutus",892,1581
"Turku","2016","Ammattikorkeakoulutus",416,659
"Turku","2016","Yliopistokoulutus",1313,1834
"Turku","2017","Perusopetus",0,0
"Turku","2017","Perusasteen jälkeinen koulutus yhteensä",3039,4923
"Turku","2017","Lukiokoulutus",66,321
"Turku","2017","Ammatillinen koulutus",1261,2082
"Turku","2017","Ammattikorkeakoulutus",450,715
"Turku","2017","Yliopistokoulutus",1262,1805
"Turku","2018","Perusopetus",0,0
"Turku","2018","Perusasteen jälkeinen koulutus yhteensä",3206,5170
"Turku","2018","Lukiokoulutus",78,334
"Turku","2018","Ammatillinen koulutus",1414,2295
"Turku","2018","Ammattikorkeakoulutus",441,742
"Turku","2018","Yliopistokoulutus",1273,1799
"Turku","2019","Perusopetus",0,0
"Turku","2019","Perusasteen jälkeinen koulutus yhteensä",3155,5075
"Turku","2019","Lukiokoulutus",95,334
"Turku","2019","Ammatillinen koulutus",1442,2281
"Turku","2019","Ammattikorkeakoulutus",392,718
"Turku","2019","Yliopistokoulutus",1226,1742
"Turku","2020","Perusopetus",1350,3068
"Turku","2020","Perusasteen jälkeinen koulutus yhteensä",3297,5387
"Turku","2020","Lukiokoulutus",93,344
"Turku","2020","Ammatillinen koulutus",1520,2422
"Turku","2020","Ammattikorkeakoulutus",404,796
"Turku","2020","Yliopistokoulutus",1280,1825
"Turku","2021","Perusopetus",1350,3175
"Turku","2021","Perusasteen jälkeinen koulutus yhteensä",3553,5753
"Turku","2021","Lukiokoulutus",93,340
"Turku","2021","Ammatillinen koulutus",1644,2583
"Turku","2021","Ammattikorkeakoulutus",437,890
"Turku","2021","Yliopistokoulutus",1379,1940
"Turku","2022","Perusopetus",1441,3380
"Turku","2022","Perusasteen jälkeinen koulutus yhteensä",3768,6203
"Turku","2022","Lukiokoulutus",93,348
"Turku","2022","Ammatillinen koulutus",1661,2765
"Turku","2022","Ammattikorkeakoulutus",556,1046
"Turku","2022","Yliopistokoulutus",1458,2044
"Tuusniemi","2004","Perusopetus",0,0
"Tuusniemi","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2004","Lukiokoulutus",0,0
"Tuusniemi","2004","Ammatillinen koulutus",0,0
"Tuusniemi","2004","Ammattikorkeakoulutus",0,0
"Tuusniemi","2004","Yliopistokoulutus",0,0
"Tuusniemi","2005","Perusopetus",0,0
"Tuusniemi","2005","Perusasteen jälkeinen koulutus yhteensä",1,1
"Tuusniemi","2005","Lukiokoulutus",1,1
"Tuusniemi","2005","Ammatillinen koulutus",0,0
"Tuusniemi","2005","Ammattikorkeakoulutus",0,0
"Tuusniemi","2005","Yliopistokoulutus",0,0
"Tuusniemi","2006","Perusopetus",0,0
"Tuusniemi","2006","Perusasteen jälkeinen koulutus yhteensä",1,1
"Tuusniemi","2006","Lukiokoulutus",1,1
"Tuusniemi","2006","Ammatillinen koulutus",0,0
"Tuusniemi","2006","Ammattikorkeakoulutus",0,0
"Tuusniemi","2006","Yliopistokoulutus",0,0
"Tuusniemi","2007","Perusopetus",0,0
"Tuusniemi","2007","Perusasteen jälkeinen koulutus yhteensä",1,1
"Tuusniemi","2007","Lukiokoulutus",1,1
"Tuusniemi","2007","Ammatillinen koulutus",0,0
"Tuusniemi","2007","Ammattikorkeakoulutus",0,0
"Tuusniemi","2007","Yliopistokoulutus",0,0
"Tuusniemi","2008","Perusopetus",0,0
"Tuusniemi","2008","Perusasteen jälkeinen koulutus yhteensä",1,0
"Tuusniemi","2008","Lukiokoulutus",1,0
"Tuusniemi","2008","Ammatillinen koulutus",0,0
"Tuusniemi","2008","Ammattikorkeakoulutus",0,0
"Tuusniemi","2008","Yliopistokoulutus",0,0
"Tuusniemi","2009","Perusopetus",0,0
"Tuusniemi","2009","Perusasteen jälkeinen koulutus yhteensä",1,0
"Tuusniemi","2009","Lukiokoulutus",1,0
"Tuusniemi","2009","Ammatillinen koulutus",0,0
"Tuusniemi","2009","Ammattikorkeakoulutus",0,0
"Tuusniemi","2009","Yliopistokoulutus",0,0
"Tuusniemi","2010","Perusopetus",0,0
"Tuusniemi","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2010","Lukiokoulutus",0,0
"Tuusniemi","2010","Ammatillinen koulutus",0,0
"Tuusniemi","2010","Ammattikorkeakoulutus",0,0
"Tuusniemi","2010","Yliopistokoulutus",0,0
"Tuusniemi","2011","Perusopetus",0,0
"Tuusniemi","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2011","Lukiokoulutus",0,0
"Tuusniemi","2011","Ammatillinen koulutus",0,0
"Tuusniemi","2011","Ammattikorkeakoulutus",0,0
"Tuusniemi","2011","Yliopistokoulutus",0,0
"Tuusniemi","2012","Perusopetus",0,0
"Tuusniemi","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2012","Lukiokoulutus",0,0
"Tuusniemi","2012","Ammatillinen koulutus",0,0
"Tuusniemi","2012","Ammattikorkeakoulutus",0,0
"Tuusniemi","2012","Yliopistokoulutus",0,0
"Tuusniemi","2013","Perusopetus",0,0
"Tuusniemi","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2013","Lukiokoulutus",0,0
"Tuusniemi","2013","Ammatillinen koulutus",0,0
"Tuusniemi","2013","Ammattikorkeakoulutus",0,0
"Tuusniemi","2013","Yliopistokoulutus",0,0
"Tuusniemi","2014","Perusopetus",0,0
"Tuusniemi","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2014","Lukiokoulutus",0,0
"Tuusniemi","2014","Ammatillinen koulutus",0,0
"Tuusniemi","2014","Ammattikorkeakoulutus",0,0
"Tuusniemi","2014","Yliopistokoulutus",0,0
"Tuusniemi","2015","Perusopetus",0,0
"Tuusniemi","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2015","Lukiokoulutus",0,0
"Tuusniemi","2015","Ammatillinen koulutus",0,0
"Tuusniemi","2015","Ammattikorkeakoulutus",0,0
"Tuusniemi","2015","Yliopistokoulutus",0,0
"Tuusniemi","2016","Perusopetus",0,0
"Tuusniemi","2016","Perusasteen jälkeinen koulutus yhteensä",0,1
"Tuusniemi","2016","Lukiokoulutus",0,1
"Tuusniemi","2016","Ammatillinen koulutus",0,0
"Tuusniemi","2016","Ammattikorkeakoulutus",0,0
"Tuusniemi","2016","Yliopistokoulutus",0,0
"Tuusniemi","2017","Perusopetus",0,0
"Tuusniemi","2017","Perusasteen jälkeinen koulutus yhteensä",0,3
"Tuusniemi","2017","Lukiokoulutus",0,3
"Tuusniemi","2017","Ammatillinen koulutus",0,0
"Tuusniemi","2017","Ammattikorkeakoulutus",0,0
"Tuusniemi","2017","Yliopistokoulutus",0,0
"Tuusniemi","2018","Perusopetus",0,0
"Tuusniemi","2018","Perusasteen jälkeinen koulutus yhteensä",0,1
"Tuusniemi","2018","Lukiokoulutus",0,1
"Tuusniemi","2018","Ammatillinen koulutus",0,0
"Tuusniemi","2018","Ammattikorkeakoulutus",0,0
"Tuusniemi","2018","Yliopistokoulutus",0,0
"Tuusniemi","2019","Perusopetus",0,0
"Tuusniemi","2019","Perusasteen jälkeinen koulutus yhteensä",0,2
"Tuusniemi","2019","Lukiokoulutus",0,2
"Tuusniemi","2019","Ammatillinen koulutus",0,0
"Tuusniemi","2019","Ammattikorkeakoulutus",0,0
"Tuusniemi","2019","Yliopistokoulutus",0,0
"Tuusniemi","2020","Perusopetus",2,2
"Tuusniemi","2020","Perusasteen jälkeinen koulutus yhteensä",0,1
"Tuusniemi","2020","Lukiokoulutus",0,1
"Tuusniemi","2020","Ammatillinen koulutus",0,0
"Tuusniemi","2020","Ammattikorkeakoulutus",0,0
"Tuusniemi","2020","Yliopistokoulutus",0,0
"Tuusniemi","2021","Perusopetus",3,3
"Tuusniemi","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2021","Lukiokoulutus",0,0
"Tuusniemi","2021","Ammatillinen koulutus",0,0
"Tuusniemi","2021","Ammattikorkeakoulutus",0,0
"Tuusniemi","2021","Yliopistokoulutus",0,0
"Tuusniemi","2022","Perusopetus",5,5
"Tuusniemi","2022","Perusasteen jälkeinen koulutus yhteensä",0,0
"Tuusniemi","2022","Lukiokoulutus",0,0
"Tuusniemi","2022","Ammatillinen koulutus",0,0
"Tuusniemi","2022","Ammattikorkeakoulutus",0,0
"Tuusniemi","2022","Yliopistokoulutus",0,0
"Tuusula","2004","Perusopetus",0,0
"Tuusula","2004","Perusasteen jälkeinen koulutus yhteensä",17,25
"Tuusula","2004","Lukiokoulutus",4,8
"Tuusula","2004","Ammatillinen koulutus",13,17
"Tuusula","2004","Ammattikorkeakoulutus",0,0
"Tuusula","2004","Yliopistokoulutus",0,0
"Tuusula","2005","Perusopetus",0,0
"Tuusula","2005","Perusasteen jälkeinen koulutus yhteensä",11,22
"Tuusula","2005","Lukiokoulutus",3,5
"Tuusula","2005","Ammatillinen koulutus",8,17
"Tuusula","2005","Ammattikorkeakoulutus",0,0
"Tuusula","2005","Yliopistokoulutus",0,0
"Tuusula","2006","Perusopetus",0,0
"Tuusula","2006","Perusasteen jälkeinen koulutus yhteensä",13,25
"Tuusula","2006","Lukiokoulutus",3,5
"Tuusula","2006","Ammatillinen koulutus",10,20
"Tuusula","2006","Ammattikorkeakoulutus",0,0
"Tuusula","2006","Yliopistokoulutus",0,0
"Tuusula","2007","Perusopetus",0,0
"Tuusula","2007","Perusasteen jälkeinen koulutus yhteensä",10,27
"Tuusula","2007","Lukiokoulutus",1,4
"Tuusula","2007","Ammatillinen koulutus",9,23
"Tuusula","2007","Ammattikorkeakoulutus",0,0
"Tuusula","2007","Yliopistokoulutus",0,0
"Tuusula","2008","Perusopetus",0,0
"Tuusula","2008","Perusasteen jälkeinen koulutus yhteensä",12,29
"Tuusula","2008","Lukiokoulutus",1,3
"Tuusula","2008","Ammatillinen koulutus",11,26
"Tuusula","2008","Ammattikorkeakoulutus",0,0
"Tuusula","2008","Yliopistokoulutus",0,0
"Tuusula","2009","Perusopetus",0,0
"Tuusula","2009","Perusasteen jälkeinen koulutus yhteensä",9,27
"Tuusula","2009","Lukiokoulutus",1,6
"Tuusula","2009","Ammatillinen koulutus",8,21
"Tuusula","2009","Ammattikorkeakoulutus",0,0
"Tuusula","2009","Yliopistokoulutus",0,0
"Tuusula","2010","Perusopetus",0,0
"Tuusula","2010","Perusasteen jälkeinen koulutus yhteensä",18,32
"Tuusula","2010","Lukiokoulutus",1,4
"Tuusula","2010","Ammatillinen koulutus",17,28
"Tuusula","2010","Ammattikorkeakoulutus",0,0
"Tuusula","2010","Yliopistokoulutus",0,0
"Tuusula","2011","Perusopetus",0,0
"Tuusula","2011","Perusasteen jälkeinen koulutus yhteensä",24,37
"Tuusula","2011","Lukiokoulutus",4,9
"Tuusula","2011","Ammatillinen koulutus",20,28
"Tuusula","2011","Ammattikorkeakoulutus",0,0
"Tuusula","2011","Yliopistokoulutus",0,0
"Tuusula","2012","Perusopetus",0,0
